Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,2.0259286455813905,0.07574242890993906,False,10.306349853866209,0.06700597529655698,False
TroughValue,1.3295544811148734,0.25231521164276555,False,11.777157498187762,0.03797216647017506,True
