Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,1.9519499886385567,0.0865891573046136,False,8.047567772646971,0.15363348560879256,False
TroughValue,1.210582267645888,0.3047889514600298,False,6.5179562302436125,0.25902783806748453,False
