Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,2.262619517198543,0.04902035904274715,True,11.011278412713864,0.05115682377304842,False
TroughValue,5.470636432267781,8.712617693932855e-05,True,23.15215736829839,0.0003156886383992035,True
