Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,4.838234363256882,0.00031144871023639056,True,20.1354265706791,0.0011786665496905397,True
TroughValue,3.693034964368394,0.0030809203591305873,True,18.272726131744662,0.002623326226235309,True
