Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,4.291315963031443,0.0009341220470575972,True,20.85772141203188,0.0008617569738360759,True
TroughValue,2.2772587589978213,0.04770393512362753,True,11.502566367828422,0.04227749163573127,True
