Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,0.9084745033542989,0.4761706403279432,False,4.503553862381523,0.4794080843637747,False
TroughValue,3.0069174194712094,0.011869468941759068,True,13.601562430250851,0.01834859360107114,True
