Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,0.8069072169692229,0.5457017685581611,False,4.4801971995019585,0.48253734930022163,False
TroughValue,2.9680203663283504,0.012800603045289665,True,14.498636915899738,0.012733794733616036,True
