Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,1.0754292884004,0.3745981911722891,False,4.280968462845408,0.5097123045054042,False
TroughValue,0.2987403151681328,0.9132554487040935,False,2.315052604943162,0.8040535385521441,False
