,PeakValue,PeakValue,TroughValue,TroughValue
,mean,std,mean,std
AgeGroup,,,,
18-29,7.2160412188272565,3.575240962016549,-9.454083099850308,5.7584578303274965
30-39,7.746694382983381,5.176436277204723,-9.570600587799605,4.348460894103429
40-49,8.96072714336438,4.927712199572246,-7.642195091953519,5.176308006834485
50-59,8.685665543813409,3.4894498362062456,-8.282659790363716,5.419841967778007
60-69,8.069229116968536,4.347931198946842,-9.190782550391532,4.529772667280938
70+,8.34860615354818,4.5660321872426,-5.951336435502078,5.029099534183304
