Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,2.0497473064042078,0.07253098776088136,False,11.306773768446988,0.04562562471091079,True
TroughValue,3.0078773728977537,0.011847348261953963,True,15.173671415962076,0.00964547910652276,True
