Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,4.049941608094927,0.0015138586066453378,True,21.839022640813255,0.0005618036829957076,True
TroughValue,2.5620836888366703,0.027918353404975386,True,12.108425069652185,0.03333193395378327,True
