Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,2.049978866089392,0.07250040547516386,False,8.102493908999008,0.1506767151285652,False
TroughValue,2.1426638821711794,0.061189859893161176,False,9.69068685112427,0.08448918747138291,False
