Metric,ANOVA_F,ANOVA_p,ANOVA_significant_p<0.05,Kruskal_H,Kruskal_p,Kruskal_significant_p<0.05
PeakValue,1.5292137712533238,0.18139117193059945,False,10.617314735561422,0.05951820887725932,False
TroughValue,2.0259530376865342,0.07573907277595908,False,6.750265571713044,0.2398856905411893,False
